ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2019-01-16,62247.415429985514,79830.61972848236,85420.83422747886,62247.415429985514,62247.415429985514,20336.334934186416,20336.334934186416,20336.334934186416,14287.696813026812,14287.696813026812,14287.696813026812,6048.6381211596,6048.6381211596,6048.6381211596,0.0,0.0,0.0,82583.75036417192
2019-01-17,62247.789194415884,71962.03943829592,77972.80066955343,62247.789194415884,62247.789194415884,12773.284216323533,12773.284216323533,12773.284216323533,6353.841117915237,6353.841117915237,6353.841117915237,6419.443098408297,6419.443098408297,6419.443098408297,0.0,0.0,0.0,75021.07341073942
2019-01-18,62248.16295884625,59714.44565717762,65629.57721833167,62248.16295884625,62248.16295884625,429.2231955233104,429.2231955233104,429.2231955233104,-6357.8436607329595,-6357.8436607329595,-6357.8436607329595,6787.0668562562705,6787.0668562562705,6787.0668562562705,0.0,0.0,0.0,62677.38615436956
2019-01-19,62248.53672327662,52196.57032299548,58103.87528261808,62248.53672327662,62248.53672327662,-7102.513877571526,-7102.513877571526,-7102.513877571526,-14253.90140791609,-14253.90140791609,-14253.90140791609,7151.387530344565,7151.387530344565,7151.387530344565,0.0,0.0,0.0,55146.0228457051
2019-01-20,62248.91048770699,55521.61034816331,61282.007048258594,62248.91048770699,62248.91048770699,-3948.3884872136414,-3948.3884872136414,-3948.3884872136414,-11460.703720564063,-11460.703720564063,-11460.703720564063,7512.315233350421,7512.315233350421,7512.315233350421,0.0,0.0,0.0,58300.52200049335
2019-01-21,62249.28425213736,66965.66600755286,72993.97886721029,62249.28425213736,62249.28425213736,7857.681835082462,7857.681835082462,7857.681835082462,-12.109897356799019,-12.109897356799019,-12.109897356799019,7869.791732439261,7869.791732439261,7869.791732439261,0.0,0.0,0.0,70106.96608721983
2019-01-22,62249.65801656773,78772.99799054822,84877.00576329912,62249.65801656773,62249.65801656773,19666.810063796027,19666.810063796027,19666.810063796027,11443.02075560298,11443.02075560298,11443.02075560298,8223.789308193045,8223.789308193045,8223.789308193045,0.0,0.0,0.0,81916.46808036376
2019-01-23,62250.0317809981,82014.58828536759,87896.1077894785,62250.0317809981,62250.0317809981,22862.005641010324,22862.005641010324,22862.005641010324,14287.696813024706,14287.696813024706,14287.696813024706,8574.30882798562,8574.30882798562,8574.30882798562,0.0,0.0,0.0,85112.03742200842
2019-01-24,62250.40554542847,74806.09993234802,80571.37990434264,62250.40554542847,62250.40554542847,15275.21820591235,15275.21820591235,15275.21820591235,6353.841117906468,6353.841117906468,6353.841117906468,8921.37708800588,8921.37708800588,8921.37708800588,0.0,0.0,0.0,77525.62375134081
2019-01-25,62250.77930985884,62016.50929728431,68037.96956269389,62250.77930985884,62250.77930985884,2907.1998370840543,2907.1998370840543,2907.1998370840543,-6357.843660741673,-6357.843660741673,-6357.843660741673,9265.043497825727,9265.043497825727,9265.043497825727,0.0,0.0,0.0,65157.97914694289
2019-01-26,62251.15307428919,54472.76040685203,60468.34080534146,62251.15307428919,62251.15307428919,-4648.525208916877,-4648.525208916877,-4648.525208916877,-14253.901407912334,-14253.901407912334,-14253.901407912334,9605.376198995458,9605.376198995458,9605.376198995458,0.0,0.0,0.0,57602.62786537231
2019-01-27,62251.52683871956,57828.833120858144,63494.15374163383,62251.52683871956,62251.52683871956,-1518.2459963305796,-1518.2459963305796,-1518.2459963305796,-11460.703720558056,-11460.703720558056,-11460.703720558056,9942.457724227475,9942.457724227475,9942.457724227475,0.0,0.0,0.0,60733.28084238898
2019-01-28,62251.90060314993,69673.69409836397,75705.32078948473,62251.90060314993,62251.90060314993,10264.270418453336,10264.270418453336,10264.270418453336,-12.109897347130923,-12.109897347130923,-12.109897347130923,10276.380315800468,10276.380315800468,10276.380315800468,0.0,0.0,0.0,72516.17102160327
2019-01-29,62252.2743675803,81090.91054333534,87206.81881543087,62252.2743675803,62252.2743675803,22050.261786173312,22050.261786173312,22050.261786173312,11443.020755609044,11443.020755609044,11443.020755609044,10607.241030564268,10607.241030564268,10607.241030564268,0.0,0.0,0.0,84302.53615375361
2019-01-30,62252.64813201067,84783.62033481439,90253.33720186715,62252.64813201067,62252.64813201067,25222.833577289653,25222.833577289653,25222.833577289653,14287.696813028348,14287.696813028348,14287.696813028348,10935.136764261304,10935.136764261304,10935.136764261304,0.0,0.0,0.0,87475.48170930032
2019-01-31,62253.02189644104,76943.55353948461,82972.26192728849,62253.02189644104,62253.02189644104,17614.00044735921,17614.00044735921,17614.00044735921,6353.841117921839,6353.841117921839,6353.841117921839,11260.159329437369,11260.159329437369,11260.159329437369,0.0,0.0,0.0,79867.02234380024
2019-02-01,62253.3956608714,64519.24038742091,70242.80758728474,62253.3956608714,62253.3956608714,5224.547058423182,5224.547058423182,5224.547058423182,-6357.8436607263775,-6357.8436607263775,-6357.8436607263775,11582.39071914956,11582.39071914956,11582.39071914956,0.0,0.0,0.0,67477.94271929459
2019-02-02,62253.76942530177,56848.68627387922,62848.67553661093,62253.76942530177,62253.76942530177,-2352.002724888042,-2352.002724888042,-2352.002724888042,-14253.90140791448,-14253.90140791448,-14253.90140791448,11901.898683026438,11901.898683026438,11901.898683026438,0.0,0.0,0.0,59901.766700413726
2019-02-03,62254.14318973214,60136.630137737426,66056.97664321952,62254.14318973214,62254.14318973214,758.0290125151438,758.0290125151438,758.0290125151438,-11460.703720552045,-11460.703720552045,-11460.703720552045,12218.732733067189,12218.732733067189,12218.732733067189,0.0,0.0,0.0,63012.17220224728
2019-02-04,62254.5169541625,71747.76875581885,77939.26801019398,62254.5169541625,62254.5169541625,12520.81078699169,12520.81078699169,12520.81078699169,-12.109897337429958,-12.109897337429958,-12.109897337429958,12532.920684329121,12532.920684329121,12532.920684329121,0.0,0.0,0.0,74775.3277411542
2019-02-05,62254.89071859287,83408.35616436537,89310.82397790215,62254.89071859287,62254.89071859287,24287.486576093608,24287.486576093608,24287.486576093608,11443.020755615104,11443.020755615104,11443.020755615104,12844.465820478506,12844.465820478506,12844.465820478506,0.0,0.0,0.0,86542.37729468648
2019-02-06,62255.26448302323,86773.80626076195,92830.28811449288,62255.26448302323,62255.26448302323,27441.041569798657,27441.041569798657,27441.041569798657,14287.696813032117,14287.696813032117,14287.696813032117,13153.34475676654,13153.34475676654,13153.34475676654,0.0,0.0,0.0,89696.30605282189
2019-02-07,62255.6382474536,79016.01966852786,84954.95157079343,62255.6382474536,62255.6382474536,19813.347171477868,19813.347171477868,19813.347171477868,6353.841117913071,6353.841117913071,6353.841117913071,13459.506053564795,13459.506053564795,13459.506053564795,0.0,0.0,0.0,82068.98541893146
2019-02-08,62256.01201188397,66528.11225601308,72763.00692445938,62256.01201188397,62256.01201188397,7405.0259521526,7405.0259521526,7405.0259521526,-6357.8436607350895,-6357.8436607350895,-6357.8436607350895,13762.86961288769,13762.86961288769,13762.86961288769,0.0,0.0,0.0,69661.03796403657
2019-02-09,62256.38577631434,59294.96130850881,65103.3496629596,62256.38577631434,62256.38577631434,-190.57453904154815,-190.57453904154815,-190.57453904154815,-14253.901407916632,-14253.901407916632,-14253.901407916632,14063.326868875083,14063.326868875083,14063.326868875083,0.0,0.0,0.0,62065.81123727279
2019-02-10,62256.75954074471,62001.97600090106,67853.06943099243,62256.75954074471,62256.75954074471,2900.0380410097373,2900.0380410097373,2900.0380410097373,-11460.703720546033,-11460.703720546033,-11460.703720546033,14360.74176155577,14360.74176155577,14360.74176155577,0.0,0.0,0.0,65156.79758175444
2019-02-11,62257.13330517508,73937.86572499435,79855.78529220913,62257.13330517508,62257.13330517508,14642.84256465337,14642.84256465337,14642.84256465337,-12.109897354438203,-12.109897354438203,-12.109897354438203,14654.952462007808,14654.952462007808,14654.952462007808,0.0,0.0,0.0,76899.97586982844
2019-02-12,62257.507069605446,85676.3355054759,91353.94915516455,62257.507069605446,62257.507069605446,26388.794552465813,26388.794552465813,26388.794552465813,11443.020755604453,11443.020755604453,11443.020755604453,14945.773796861362,14945.773796861362,14945.773796861362,0.0,0.0,0.0,88646.30162207126
2019-02-13,62257.880834035815,88866.10669338657,94938.27981004004,62257.880834035815,62257.880834035815,29520.697114530096,29520.697114530096,29520.697114530096,14287.696813030008,14287.696813030008,14287.696813030008,15233.000301500093,15233.000301500093,15233.000301500093,0.0,0.0,0.0,91778.57794856591
2019-02-14,62258.25459846617,81294.41560435004,87091.00692173587,62258.25459846617,62258.25459846617,21870.25093267545,21870.25093267545,21870.25093267545,6353.8411179043605,6353.8411179043605,6353.8411179043605,15516.40981477109,15516.40981477109,15516.40981477109,0.0,0.0,0.0,84128.50553114162
2019-02-15,62258.62836289654,68592.1521465419,74598.87056313506,62258.62836289654,62258.62836289654,9437.923853265385,9437.923853265385,9437.923853265385,-6357.843660743756,-6357.843660743756,-6357.843660743756,15795.767514009141,15795.767514009141,15795.767514009141,0.0,0.0,0.0,71696.55221616193
2019-02-16,62259.00212732691,61168.436613765705,67086.76649443163,62259.00212732691,62259.00212732691,1816.9288701797352,1816.9288701797352,1816.9288701797352,-14253.901407906918,-14253.901407906918,-14253.901407906918,16070.830278086652,16070.830278086652,16070.830278086652,0.0,0.0,0.0,64075.93099750664
2019-02-17,62259.37589175728,64204.069693469566,70211.50223859357,62259.37589175728,62259.37589175728,4880.647537699679,4880.647537699679,4880.647537699679,-11460.70372055657,-11460.70372055657,-11460.70372055657,16341.35125825625,16341.35125825625,16341.35125825625,0.0,0.0,0.0,67140.02342945695
2019-02-18,62259.74965618765,75937.26706313093,81892.51605628397,62259.74965618765,62259.74965618765,16594.97463461348,16594.97463461348,16594.97463461348,-12.109897344736378,-12.109897344736378,-12.109897344736378,16607.08453195822,16607.08453195822,16607.08453195822,0.0,0.0,0.0,78854.72429080112
2019-02-19,62260.123420618016,87620.84578672035,93216.7239530877,62260.123420618016,62260.123420618016,28310.81046933953,28310.81046933953,28310.81046933953,11443.020755610514,11443.020755610514,11443.020755610514,16867.78971372902,16867.78971372902,16867.78971372902,0.0,0.0,0.0,90570.93388995755
2019-02-20,62260.497185048385,90797.90640366824,96755.03523474529,62260.497185048385,62260.497185048385,31410.933212706128,31410.933212706128,31410.933212706128,14287.696813027898,14287.696813027898,14287.696813027898,17123.236399678222,17123.236399678222,17123.236399678222,0.0,0.0,0.0,93671.4303977545
2019-02-21,62260.870949478754,83090.7848110578,88762.97728316866,62260.870949478754,62260.870949478754,23727.049445689638,23727.049445689638,23727.049445689638,6353.841117895651,6353.841117895651,6353.841117895651,17373.208327793986,17373.208327793986,17373.208327793986,0.0,0.0,0.0,85987.92039516839
2019-02-22,62261.244713909124,70573.14734407725,76131.56114013436,62261.244713909124,62261.244713909124,11259.663484527544,11259.663484527544,11259.663484527544,-6357.84366072855,-6357.84366072855,-6357.84366072855,17617.507145256095,17617.507145256095,17617.507145256095,0.0,0.0,0.0,73520.90819843666
2019-02-23,62261.61847833949,62754.247034496104,68776.4313186539,62261.61847833949,62261.61847833949,3602.0542779354905,3602.0542779354905,3602.0542779354905,-14253.901407909068,-14253.901407909068,-14253.901407909068,17855.955685844558,17855.955685844558,17855.955685844558,0.0,0.0,0.0,65863.67275627499
2019-02-24,62261.99224276985,65761.0174753042,72032.52950535399,62261.99224276985,62261.99224276985,6627.696954346644,6627.696954346644,6627.696954346644,-11460.703720550568,-11460.703720550568,-11460.703720550568,18088.40067489721,18088.40067489721,18088.40067489721,0.0,0.0,0.0,68889.68919711649
2019-02-25,62262.36600720022,77498.28104020996,83571.99312940965,62262.36600720022,62262.36600720022,18302.604898512796,18302.604898512796,18302.604898512796,-12.109897335070007,-12.109897335070007,-12.109897335070007,18314.714795847867,18314.714795847867,18314.714795847867,0.0,0.0,0.0,80564.97090571301
2019-02-26,62262.739771630586,89360.44784443293,95219.76288469268,62262.739771630586,62262.739771630586,29977.818826195416,29977.818826195416,29977.818826195416,11443.020755616524,11443.020755616524,11443.020755616524,18534.79807057889,18534.79807057889,18534.79807057889,0.0,0.0,0.0,92240.558597826
2019-02-27,62263.113536060955,92366.81698543591,98276.89793296029,62263.113536060955,62263.113536060955,33036.27533815524,33036.27533815524,33036.27533815524,14287.696813031665,14287.696813031665,14287.696813031665,18748.57852512358,18748.57852512358,18748.57852512358,0.0,0.0,0.0,95299.3888742162
2019-02-28,62263.487300491324,84631.02415331616,90416.10542097203,62263.487300491324,62263.487300491324,25309.853250084638,25309.853250084638,25309.853250084638,6353.841117910963,6353.841117910963,6353.841117910963,18956.012132173677,18956.012132173677,18956.012132173677,0.0,0.0,0.0,87573.34055057596
2019-03-01,62269.08685246091,72306.74669861217,78063.39388763861,62269.08685246091,62269.08685246091,12799.23838099794,12799.23838099794,12799.23838099794,-6357.843660737218,-6357.843660737218,-6357.843660737218,19157.082041735157,19157.082041735157,19157.082041735157,0.0,0.0,0.0,75068.32523345885
2019-03-02,62274.6864044305,64479.81749446762,70490.45312607306,62274.6864044305,62274.6864044305,5097.895722772195,5097.895722772195,5097.895722772195,-14253.901407911213,-14253.901407911213,-14253.901407911213,19351.797130683408,19351.797130683408,19351.797130683408,0.0,0.0,0.0,67372.5821272027
2019-03-03,62280.285956400076,67444.27825339367,73197.01258724964,62280.285956400076,62280.285956400076,8079.486199671633,8079.486199671633,8079.486199671633,-11460.703720544558,-11460.703720544558,-11460.703720544558,19540.18992021619,19540.18992021619,19540.18992021619,0.0,0.0,0.0,70359.7721560717
2019-03-04,62285.88550836966,79117.97647816941,84908.75249574265,62285.88550836966,62285.88550836966,19710.20402961326,19710.20402961326,19710.20402961326,-12.109897325402773,-12.109897325402773,-12.109897325402773,19722.313926938667,19722.313926938667,19722.313926938667,0.0,0.0,0.0,81996.08953798292
2019-03-05,62291.48506033925,90678.19521603157,96698.68647332743,62291.48506033925,62291.48506033925,31341.261283588723,31341.261283588723,31341.261283588723,11443.020755589374,11443.020755589374,11443.020755589374,19898.240527999347,19898.240527999347,19898.240527999347,0.0,0.0,0.0,93632.74634392797
2019-03-06,62297.08461230882,93823.20179499044,99539.96437202078,62297.08461230882,62297.08461230882,34355.75224597399,34355.75224597399,34355.75224597399,14287.696813029497,14287.696813029497,14287.696813029497,20068.055432944497,20068.055432944497,20068.055432944497,0.0,0.0,0.0,96652.83685828281
2019-03-07,62302.684164278406,85976.7167701703,91998.11918923896,62302.684164278406,62302.684164278406,26585.695982385023,26585.695982385023,26585.695982385023,6353.841117902195,6353.841117902195,6353.841117902195,20231.85486448283,20231.85486448283,20231.85486448283,0.0,0.0,0.0,88888.38014666343
2019-03-08,62308.28371624799,73460.84305703797,79281.55620891872,62308.28371624799,62308.28371624799,14031.897896189144,14031.897896189144,14031.897896189144,-6357.843660745933,-6357.843660745933,-6357.843660745933,20389.741556935078,20389.741556935078,20389.741556935078,0.0,0.0,0.0,76340.18161243714
2019-03-09,62313.88326821757,65726.11441373378,71570.61941146282,62313.88326821757,62313.88326821757,6287.919276623948,6287.919276623948,6287.919276623948,-14253.901407913385,-14253.901407913385,-14253.901407913385,20541.82068453733,20541.82068453733,20541.82068453733,0.0,0.0,0.0,68601.80254484151
2019-03-10,62319.48282018716,68792.22202527219,74570.20925241116,62319.48282018716,62319.48282018716,9227.492111504287,9227.492111504287,9227.492111504287,-11460.7037205551,-11460.7037205551,-11460.7037205551,20688.195832059388,20688.195832059388,20688.195832059388,0.0,0.0,0.0,71546.97493169144
2019-03-11,62325.08237215674,80170.44768513556,86145.46391521566,62325.08237215674,62325.08237215674,20816.85521993852,20816.85521993852,20816.85521993852,-12.109897342376419,-12.109897342376419,-12.109897342376419,20828.96511728089,20828.96511728089,20828.96511728089,0.0,0.0,0.0,83141.93759209526
2019-03-12,62330.681924126315,91865.377351933,97697.68924992043,62330.681924126315,62330.681924126315,32407.238324567617,32407.238324567617,32407.238324567617,11443.020755595384,11443.020755595384,11443.020755595384,20964.217568972228,20964.217568972228,20964.217568972228,0.0,0.0,0.0,94737.92024869393
2019-03-13,62336.2814760959,95030.58314301098,100768.18659689793,62336.2814760959,62336.2814760959,35381.72666830181,35381.72666830181,35381.72666830181,14287.696813027325,14287.696813027325,14287.696813027325,21094.029855274486,21094.029855274486,21094.029855274486,0.0,0.0,0.0,97718.00814439771
2019-03-14,62341.88102806549,86883.92565212912,92793.2991606862,62341.88102806549,62341.88102806549,27572.304563990685,27572.304563990685,27572.304563990685,6353.841117893425,6353.841117893425,6353.841117893425,21218.463446097263,21218.463446097263,21218.463446097263,0.0,0.0,0.0,89914.18559205616
2019-03-15,62347.48058003506,74236.43635220098,79973.80709274608,62347.48058003506,62347.48058003506,14979.718619008681,14979.718619008681,14979.718619008681,-6357.843660706714,-6357.843660706714,-6357.843660706714,21337.562279715396,21337.562279715396,21337.562279715396,0.0,0.0,0.0,77327.19919904374
2019-03-16,62353.08013200465,66621.95297122144,72438.20708546446,62353.08013200465,62353.08013200465,7197.449580578285,7197.449580578285,7197.449580578285,-14253.901407909585,-14253.901407909585,-14253.901407909585,21451.35098848787,21451.35098848787,21451.35098848787,0.0,0.0,0.0,69550.52971258294
2019-03-17,62358.67968397424,69359.663347175,75266.89808197571,62358.67968397424,62358.67968397424,10099.130001543574,10099.130001543574,10099.130001543574,-11460.703720549087,-11460.703720549087,-11460.703720549087,21559.833722092662,21559.833722092662,21559.833722092662,0.0,0.0,0.0,72457.80968551782
2019-03-18,62364.27923594381,81161.56885115424,86935.59161668531,62364.27923594381,62364.27923594381,21650.883691966228,21650.883691966228,21650.883691966228,-12.109897332676324,-12.109897332676324,-12.109897332676324,21662.993589298905,21662.993589298905,21662.993589298905,0.0,0.0,0.0,84015.16292791005
2019-03-19,62369.878787913396,92783.57665952932,98620.76268172736,62369.878787913396,62369.878787913396,33203.813477196716,33203.813477196716,33203.813477196716,11443.020755601445,11443.020755601445,11443.020755601445,21760.792721595273,21760.792721595273,21760.792721595273,0.0,0.0,0.0,95573.69226511012
2019-03-20,62375.47833988298,95410.62325076142,101374.52353248885,62375.47833988298,62375.47833988298,36140.869757521825,36140.869757521825,36140.869757521825,14287.696813025215,14287.696813025215,14287.696813025215,21853.17294449661,21853.17294449661,21853.17294449661,0.0,0.0,0.0,98516.34809740481
2019-03-21,62381.077891852554,87845.21194504155,93587.12444937852,62381.077891852554,62381.077891852554,28293.898143440023,28293.898143440023,28293.898143440023,6353.841117908736,6353.841117908736,6353.841117908736,21940.057025531285,21940.057025531285,21940.057025531285,0.0,0.0,0.0,90674.97603529258
2019-03-22,62386.67744382214,75127.36328545291,81000.9836870447,62386.67744382214,62386.67744382214,15663.506791538592,15663.506791538592,15663.506791538592,-6357.843660715429,-6357.843660715429,-6357.843660715429,22021.35045225402,22021.35045225402,22021.35045225402,0.0,0.0,0.0,78050.18423536074
2019-03-23,62392.27699579173,67260.89619065924,73253.10139385231,62392.27699579173,62392.27699579173,7843.042271650647,7843.042271650647,7843.042271650647,-14253.901407911751,-14253.901407911751,-14253.901407911751,22096.9436795624,22096.9436795624,22096.9436795624,0.0,0.0,0.0,70235.31926744238
2019-03-24,62397.876547761305,69960.98945710613,75834.58129734296,62397.876547761305,62397.876547761305,10706.011052950804,10706.011052950804,10706.011052950804,-11460.703720543073,-11460.703720543073,-11460.703720543073,22166.714773493877,22166.714773493877,22166.714773493877,0.0,0.0,0.0,73103.88760071211
2019-03-25,62403.47609973089,81682.01070107444,87509.28209180383,62403.47609973089,62403.47609973089,22218.42247155964,22218.42247155964,22218.42247155964,-12.109897322977087,-12.109897322977087,-12.109897322977087,22230.532368882614,22230.532368882614,22230.532368882614,0.0,0.0,0.0,84621.89857129053
2019-03-26,62409.07565170048,93192.13910553275,99023.38447201291,62409.07565170048,62409.07565170048,33731.27960656887,33731.27960656887,33731.27960656887,11443.020755590795,11443.020755590795,11443.020755590795,22288.25885097807,22288.25885097807,22288.25885097807,0.0,0.0,0.0,96140.35525826935
2019-03-27,62414.67520367005,96055.48224324107,101964.5428213685,62414.67520367005,62414.67520367005,36627.45047960188,36627.45047960188,36627.45047960188,14287.69681302892,14287.69681302892,14287.69681302892,22339.75366657296,22339.75366657296,22339.75366657296,0.0,0.0,0.0,99042.12568327194
2019-03-28,62420.274755639635,88336.23747887867,94124.5334668916,62420.274755639635,62420.274755639635,28738.71778632728,28738.71778632728,28738.71778632728,6353.841117900028,6353.841117900028,6353.841117900028,22384.876668427252,22384.876668427252,22384.876668427252,0.0,0.0,0.0,91158.99254196692
2019-03-29,62425.87430760922,75652.16214457649,81470.39024685638,62425.87430760922,62425.87430760922,16065.647737097303,16065.647737097303,16065.647737097303,-6357.84366072414,-6357.84366072414,-6357.84366072414,22423.491397821446,22423.491397821446,22423.491397821446,0.0,0.0,0.0,78491.52204470652
2019-03-30,62431.4738595788,67571.69012515666,73579.93223879824,62431.4738595788,62431.4738595788,8201.566805939256,8201.566805939256,8201.566805939256,-14253.901407913901,-14253.901407913901,-14253.901407913901,22455.468213853157,22455.468213853157,22455.468213853157,0.0,0.0,0.0,70633.04066551806
2019-03-31,62437.07341154839,70554.60173483676,76615.69703705252,62437.07341154839,62437.07341154839,11019.983463910117,11019.983463910117,11019.983463910117,-11460.703720537069,-11460.703720537069,-11460.703720537069,22480.687184447186,22480.687184447186,22480.687184447186,0.0,0.0,0.0,73457.05687545851
2019-04-01,62442.67296351797,81866.36359572895,87953.48760570823,62442.67296351797,62442.67296351797,22486.930765398865,22486.930765398865,22486.930765398865,-12.109897366626209,-12.109897366626209,-12.109897366626209,22499.040662765492,22499.040662765492,22499.040662765492,0.0,0.0,0.0,84929.60372891685
2019-04-02,62448.272515487544,93496.75309958833,99362.58651686709,62448.272515487544,62448.272515487544,33953.45623906856,33953.45623906856,33953.45623906856,11443.020755596857,11443.020755596857,11443.020755596857,22510.43548347171,22510.43548347171,22510.43548347171,0.0,0.0,0.0,96401.7287545561
2019-04-03,62453.87206745713,96347.1377496328,102300.49305934731,62453.87206745713,62453.87206745713,36802.49153881852,36802.49153881852,36802.49153881852,14287.696813026812,14287.696813026812,14287.696813026812,22514.794725791708,22514.794725791708,22514.794725791708,0.0,0.0,0.0,99256.36360627564
2019-04-04,62459.47161942672,88279.08462458153,94217.63816412633,62459.47161942672,62459.47161942672,28865.900122005267,28865.900122005267,28865.900122005267,6353.8411178913175,6353.8411178913175,6353.8411178913175,22512.059004113948,22512.059004113948,22512.059004113948,0.0,0.0,0.0,91325.37174143198
2019-04-05,62465.071171396296,75559.94749140214,81565.16102399277,62465.071171396296,62465.071171396296,16144.343600833012,16144.343600833012,16144.343600833012,-6357.843660732854,-6357.843660732854,-6357.843660732854,22502.187261565865,22502.187261565865,22502.187261565865,0.0,0.0,0.0,78609.41477222931
2019-04-06,62470.67072336588,67770.94791571645,73474.74261912357,62470.67072336588,62470.67072336588,8231.255649228837,8231.255649228837,8231.255649228837,-14253.901407910142,-14253.901407910142,-14253.901407910142,22485.15705713898,22485.15705713898,22485.15705713898,0.0,0.0,0.0,70701.92637259472
